"","x"
"815",1234.70736350241
"816",1234.95456447343
"817",1234.67682209745
"818",1233.70064238561
"819",1234.10323492645
"820",1234.12732820477
"821",1234.40121489778
"822",1234.39295205417
"823",1233.76875849095
"824",1234.13768429281
"825",1234.63607651451
"826",1234.51223880633
"827",1234.71742843811
"828",1234.38029270508
"829",1233.85254394972
"830",1234.18979185177
"831",1233.83288784963
"832",1234.24216672081
"833",1234.18030580473
"834",1233.48283050495
"835",1233.86540636968
"836",1234.51618790384
"837",1234.45580549867
"838",1234.61083817959
"839",1234.20672291472
"840",1234.1234285876
"841",1234.3966828827
"842",1234.09704432227
"843",1234.45644493791
"844",1234.32617354733
"845",1233.5392546998
"846",1233.92585518354
"847",1234.72032553153
"848",1234.70995863317
"849",1234.80025115789
"850",1234.31527329475
"851",1234.66665957215
"852",1234.87158924162
"853",1234.61741659753
"854",1234.91428695781
"855",1234.70375795875
"856",1233.81583883899
"857",1234.20148727568
"858",1234.60092707183
"859",1234.72816337231
"860",1234.76419730561
"861",1234.20458672242
"862",1234.55725616387
"863",1234.9013492013
"864",1234.70736350241
"865",1234.95456447343
"866",1234.67682209745
"867",1233.70064238561
"868",1234.10323492645
"869",1234.12732820477
"870",1234.40121489778
"871",1234.39295205417
"872",1233.76875849095
"873",1234.13768429281
"874",1234.63607651451
"875",1234.51223880633
"876",1234.71742843811
"877",1234.38029270508
"878",1233.85254394972
"879",1234.18979185177
"880",1233.83288784963
"881",1234.24216672081
"882",1234.18030580473
"883",1233.48283050495
"884",1233.86540636968
"885",1234.51618790384
"886",1234.45580549867
"887",1234.61083817959
"888",1234.20672291472
"889",1234.1234285876
"890",1234.3966828827
"891",1234.09704432227
"892",1234.45644493791
"893",1234.32617354733
"894",1233.5392546998
"895",1233.92585518354
"896",1234.72032553153
"897",1234.70995863317
"898",1234.80025115789
"899",1234.31527329475
"900",1234.66665957215
"901",1234.87158924162
"902",1234.61741659753
"903",1234.91428695781
"904",1234.70375795875
"905",1233.81583883899
"906",1234.20148727568
"907",1234.60092707183
"908",1234.72816337231
"909",1234.76419730561
"910",1234.20458672242
"911",1234.55725616387
"912",1234.9013492013
"913",1234.70736350241
"914",1234.95456447343
"915",1234.67682209745
"916",1233.70064238561
"917",1234.10323492645
"918",1234.12732820477
"919",1234.40121489778
"920",1234.39295205417
"921",1233.76875849095
"922",1234.13768429281
"923",1234.63607651451
"924",1234.51223880633
"925",1234.71742843811
"926",1234.38029270508
"927",1233.85254394972
"928",1234.18979185177
"929",1233.83288784963
"930",1234.24216672081
"931",1234.18030580473
"932",1233.48283050495
"933",1233.86540636968
"934",1234.51618790384
"935",1234.45580549867
"936",1234.61083817959
"937",1234.20672291472
"938",1234.1234285876
"939",1234.3966828827
"940",1234.09704432227
"941",1234.45644493791
"942",1234.32617354733
"943",1233.5392546998
"944",1233.92585518354
"945",1234.72032553153
"946",1234.70995863317
"947",1234.80025115789
"948",1234.31527329475
"949",1234.66665957215
"950",1234.87158924162
"951",1234.61741659753
"952",1234.91428695781
"953",1234.70375795875
"954",1233.81583883899
"955",1234.20148727568
"956",1234.60092707183
"957",1234.72816337231
"958",1234.76419730561
"959",1234.20458672242
"960",1234.55725616387
"961",1234.9013492013
"962",1234.70736350241
"963",1234.95456447343
"964",1234.67682209745
"965",1233.70064238561
"966",1234.10323492645
"967",1234.12732820477
"968",1234.40121489778
"969",1234.39295205417
"970",1233.76875849095
"971",1234.13768429281
"972",1234.63607651451
"973",1234.51223880633
"974",1234.71742843811
"975",1234.38029270508
"976",1233.85254394972
"977",1234.18979185177
"978",1233.83288784963
"979",1234.24216672081
"980",1234.18030580473
"981",1233.48283050495
"982",1233.86540636968
"983",1234.51618790384
"984",1234.45580549867
"985",1234.61083817959
"986",1234.20672291472
"987",1234.1234285876
"988",1234.3966828827
"989",1234.09704432227
"990",1234.45644493791
"991",1234.32617354733
"992",1233.5392546998
"993",1233.92585518354
"994",1234.72032553153
"995",1234.70995863317
"996",1234.80025115789
"997",1234.31527329475
"998",1234.66665957215
"999",1234.87158924162
"1000",1234.61741659753
"1001",1234.91428695781
"1002",1234.70375795875
"1003",1233.81583883899
"1004",1234.20148727568
"1005",1234.60092707183
"1006",1234.72816337231
"1007",1234.76419730561
"1008",1234.20458672242
"1009",1234.55725616387
"1010",1234.9013492013
"1011",1234.70736350241
"1012",1234.95456447343
"1013",1234.67682209745
"1014",1233.70064238561
"1015",1234.10323492645
"1016",1234.12732820477
"1017",1234.40121489778
"1018",1234.39295205417
"1019",1233.76875849095
"1020",1234.13768429281
"1021",1234.63607651451
"1022",1234.51223880633
"1023",1234.71742843811
"1024",1234.38029270508
"1025",1233.85254394972
"1026",1234.18979185177
"1027",1233.83288784963
"1028",1234.24216672081
"1029",1234.18030580473
"1030",1233.48283050495
"1031",1233.86540636968
"1032",1234.51618790384
"1033",1234.45580549867
"1034",1234.61083817959
"1035",1234.20672291472
"1036",1234.1234285876
"1037",1234.3966828827
"1038",1234.09704432227
"1039",1234.45644493791
"1040",1234.32617354733
"1041",1233.5392546998
"1042",1233.92585518354
"1043",1234.72032553153
"1044",1234.70995863317
"1045",1234.80025115789
"1046",1234.31527329475
"1047",1234.66665957215
"1048",1234.87158924162
"1049",1234.61741659753
"1050",1234.91428695781
"1051",1234.70375795875
"1052",1233.81583883899
"1053",1234.20148727568
"1054",1234.60092707183
"1055",1234.72816337231
"1056",1234.76419730561
"1057",1234.20458672242
"1058",1234.55725616387
"1059",1234.9013492013
"1060",1234.70736350241
"1061",1234.95456447343
